znamka,model,generacija,verzija,višina,širina,dolžina,teža
Peugeot,2008,2008,1.6 BlueHDi 100 Style,155.6,173.9,415.9,1240

Peugeot,2008,2008,1.6 BlueHDi 120 Allure,155.6,173.9,415.9,1275

Peugeot,2008,2008,1.6 BlueHDi 120 Crossway,155.6,173.9,415.9,1275

Peugeot,2008,2008,1.6 e-HDi 115 Allure,155.6,173.9,415.9,1255

Peugeot,2008,2008,1.6 e-HDi 115 Feline Cuivre,155.6,173.9,415.9,1255

Peugeot,2008,2008,1.6 e-HDi 115 Feline Titane,155.6,173.9,415.9,1255

Peugeot,2008,2008,1.6 e-HDi 92 Active,155.6,173.9,415.9,1235

Peugeot,2008,2008,1.6 e-HDi 92 Allure,155.6,173.9,415.9,1235

Peugeot,2008,2008,1.6 e-HDi 92 CMP Active,155.6,173.9,415.9,1245

Peugeot,2008,2008,1.6 e-HDi 92 CMP Blue Lion Allure,155.6,173.9,415.9,1245

Peugeot,2008,2008,1.6 e-HDi 92 ETG6 Active,155.6,173.9,415.9,1235

Peugeot,2008,2008,1.6 e-HDi 92 Feline Cuivre,155.6,173.9,415.9,1235

Peugeot,2008,2008,1.6 e-HDi 92 Feline Titane,155.6,173.9,415.9,1235

Peugeot,2008,2008,1.6 VTi 120 Allure,155.6,173.9,415.9,1155

Peugeot,2008,2008,1.6 VTi 120 Feline Titane,155.6,173.9,415.9,1155

Peugeot,2008,2008 II,e-2008 EV 50kWh 136 Active,153,177,430,1455

Peugeot,2008,2008 II,e-2008 EV 50kWh 136 Allure,153,177,430,1455

Peugeot,2008,2008 II,e-2008 GT EV 50kWh 136,153,177,430,1455

Peugeot,2008,2008 II,GT 1.2 PureTech 155,153,177,430,1180

Peugeot,205,205,1.0 GL,138.0,156.0,370.0,740

Peugeot,205,205,1.1 GL - GR - XR,137.6,156.2,370.5,740

Peugeot,205,205,1.1 XR - GR,138.0,156.0,370.0,745

Peugeot,205,205,1.1i GL - XR - GR,138.0,157.0,370.0,780

Peugeot,205,205,1.1i XR - GR,138.0,157.0,370.0,780

Peugeot,205,205,1.4 SR,137.6,156.2,370.5,800

Peugeot,205,205,1.4 XR - GR,138.0,157.0,370.0,810

Peugeot,205,205,1.4i XR - GR - XS,138.0,157.0,370.0,810

Peugeot,205,205,1.6 GTI 105,137.6,156.2,370.5,850

Peugeot,205,205,1.6i Auto,138.0,157.0,370.0,880

Peugeot,205,205,1.6i XR - GR - XS,138.0,157.0,370.0,880

Peugeot,205,205,1.8 D GR - SR,138.0,157.0,370.0,846

Peugeot,205,205 Cabrio,1.1i,138.0,157.0,370.0,846

Peugeot,205,205 Cabrio,1.4 CJ,138.0,157.0,370.0,845

Peugeot,205,205 Cabrio,1.4i CJ,138.0,157.0,370.0,830

Peugeot,205,205 Cabrio,1.6 CTI,138.0,159.0,370.0,904

Peugeot,205,205 Cabrio,1.9 CTI,135.0,159.0,370.0,930

Peugeot,205,205,GRD - SRD - (GLD),137.6,156.2,370.5,850

Peugeot,205,205,GT,137.6,156.2,370.5,810

Peugeot,205,205,GTI 1.9 Cat.,135.0,159.0,370.0,860

Peugeot,205,205,GTI 1.9,135.0,159.0,370.0,860

Peugeot,205,205,Rallye,137.0,157.0,370.0,794

Peugeot,205,205,Turbo 16,133,167.4,382.5,980

Peugeot,205,205,Turbo D,138.0,157.0,370.0,865

Peugeot,206,206+,3doors 1.1i 60,,,,1013

Peugeot,206,206+,3doors 1.4 HDi 70,,,,1042

Peugeot,206,206+,3doors 1.4i 75,,,,1016

Peugeot,206,206+,3doors Generation 1.1i 60,144.4,166.9,387.2,1005

Peugeot,206,206+,3doors Generation 1.4 HDi 70,144.4,166.9,387.2,1042

Peugeot,206,206+,3doors Generation 1.4i 75,144.4,166.9,387.2,1007

Peugeot,206,206+,5doors 1.1i 60,,,,1020

Peugeot,206,206+,5doors 1.4 HDi 70,,,,1055

Peugeot,206,206+,5doors 1.4i 75,,,,1027

Peugeot,206,206+,5doors Generation 1.1i 60,144.4,166.9,387.2,1017

Peugeot,206,206+,5doors Generation 1.4 HDi 70,144.4,166.9,387.2,1051

Peugeot,206,206+,5doors Generation 1.4i 75,144.4,166.9,387.2,1007

Peugeot,206,206,1.1 XR - XT,143.0,165.0,382.0,885

Peugeot,206,206,1.4 16v XT - XS,143.0,165.0,382.0,938

Peugeot,206,206,1.4 Auto XR - XT - RG,143.0,165.0,382.0,955

Peugeot,206,206,1.4 HDI XR - XT,143.0,165.0,382.0,949

Peugeot,206,206,1.4 HDi,143.0,165.0,384.0,986

Peugeot,206,206,1.4 XR - XT - XS - RG,143.0,165.0,382.0,925

Peugeot,206,206,1.4i,143.0,165.0,384.0,950

Peugeot,206,206,1.6 HDI XT - XS,144.0,165.0,382.0,1030

Peugeot,206,206,1.6 XT - XS,143.0,165.0,382.0,1000

Peugeot,206,206,1.9 D XA - XR - XT,143.0,165.0,382.0,984

Peugeot,206,206,2.0 HDI XT - XS,144.0,165.0,382.0,1045

Peugeot,206,206 CC,1.6 HDi,137.3,167.3,383.5,1210

Peugeot,206,206 CC,1.6i,137.3,167.3,383.5,1140

Peugeot,206,206 CC,2.0i,137.3,167.3,383.5,1152

Peugeot,206,206,GTI 1.6 16v,143.0,165.0,382.0,988

Peugeot,206,206,GTI 2.0 16v,143.0,165.0,382.0,1025

Peugeot,206,206,RC,143.0,167.0,384.0,1059

Peugeot,206,206 SW,1.1 XR - XT,146.0,165.0,403.0,965

Peugeot,206,206 SW,1.4 16v,146.0,165.0,403.0,1013

Peugeot,206,206 SW,1.4 HDI,146.0,165.0,403.0,1010

Peugeot,206,206 SW,1.4 XR - XT - XS,146.0,165.0,403.0,974

Peugeot,206,206 SW,1.6 HDI,146.0,165.0,403.0,1089

Peugeot,206,206 SW,2.0 16v,146.0,167.0,403.0,1092

Peugeot,206,206 SW,2.0 HDI,146.0,165.0,403.0,1091

Peugeot,207,207+,3d 1.4 HDi,147.2,174.8,404.5,1246

Peugeot,207,207+,3d 1.4i,147.2,174.8,404.5,1201

Peugeot,207,207+,5d 1.4 HDi,147.2,174.8,404.5,1259

Peugeot,207,207+,5d 1.4i,147.2,174.8,404.5,1214

Peugeot,207,207,1.4 HDi,147.2,172.0,403.0,1261

Peugeot,207,207,1.4i 16v,147.2,172.0,403.0,1224

Peugeot,207,207,1.4i,147.2,172.0,403.0,1231

Peugeot,207,207,1.6 HDi 110,147.2,172.0,403.0,1328

Peugeot,207,207,1.6 HDi 90,147.2,172.0,403.0,1280

Peugeot,207,207,1.6i 16v,147.2,172.0,403.0,1300

Peugeot,207,207,3p Access 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,3p Access 1.4i 75,147.2,174.8,404.5,1201

Peugeot,207,207,3p Active 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,3p Active 1.4 VTi 95,147.2,174.8,404.5,1219

Peugeot,207,207,3p Active 1.4i 75,147.2,174.8,404.5,1201

Peugeot,207,207,3p Active 1.6 HDi 112 FAP,147.2,174.8,404.5,1265

Peugeot,207,207,3p Active 1.6 HDi 92 FAP,147.2,174.8,404.5,1264

Peugeot,207,207,3p Active 1.6 VTi 120,147.2,174.8,404.5,1255

Peugeot,207,207,3p Allure 1.6 HDi 112 FAP,147.2,174.8,404.5,1265

Peugeot,207,207,3p Allure 1.6 THP 155,147.2,174.8,404.5,1309

Peugeot,207,207,3p Allure 1.6 VTi 120,147.2,174.8,404.5,1255

Peugeot,207,207,3p Envy 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,3p Envy 1.4 VTi 95,147.2,174.8,404.5,1219

Peugeot,207,207,3p Envy 1.4i 75,147.2,174.8,404.5,1201

Peugeot,207,207,3p Envy 1.6 HDi 92 FAP,147.2,174.8,404.5,1264

Peugeot,207,207,5p 98 gramos 1.6 HDi 92 FAP,147.2,174.8,404.5,1260

Peugeot,207,207,5p Access 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,5p Access 1.4i 75,147.2,174.8,404.5,1214

Peugeot,207,207,5p Active 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,5p Active 1.4 VTi 95,147.2,174.8,404.5,

Peugeot,207,207,5p Active 1.4i 75,147.2,174.8,404.5,1214

Peugeot,207,207,5p Active 1.6 HDi 112 FAP,147.2,174.8,404.5,1295

Peugeot,207,207,5p Active 1.6 HDi 92 FAP,147.2,174.8,404.5,1277

Peugeot,207,207,5p Active 1.6 VTi 120,147.2,174.8,404.5,1278

Peugeot,207,207,5p Allure 1.6 HDi 112 FAP,147.2,174.8,404.5,1295

Peugeot,207,207,5p Allure 1.6 HDi 92 FAP,147.2,174.8,404.5,1277

Peugeot,207,207,5p Allure 1.6 VTi 120 Aut.,147.2,174.8,404.5,1279

Peugeot,207,207,5p Allure 1.6 VTi 120,147.2,174.8,404.5,1278

Peugeot,207,207,5p Envy 1.4 HDi 70 FAP,147.2,174.8,404.5,1269

Peugeot,207,207,5p Envy 1.4 VTi 95,147.2,174.8,404.5,

Peugeot,207,207,5p Envy 1.4i 75,147.2,174.8,404.5,1214

Peugeot,207,207,5p Envy 1.6 HDi 92 FAP,147.2,174.8,404.5,1277

Peugeot,207,207,SW Active 1.4 VTi 95,152.7,174.8,416.4,1279

Peugeot,207,207,SW Active 1.6 HDi 112 FAP,152.7,174.8,416.4,1336

Peugeot,207,207,SW Active 1.6 HDi 92 FAP,152.7,174.8,416.4,1322

Peugeot,207,207,SW Active 1.6 VTi 120 Aut.,152.7,174.8,416.4,1309

Peugeot,207,207,SW Active 1.6 VTi 120,152.7,174.8,416.4,1279

Peugeot,207,207,SW Outdoor 1.6 HDi 112 FAP,155.5,174.8,416.4,1393

Peugeot,207,207,SW Outdoor 1.6 HDi 92 FAP,155.5,174.8,416.4,1322

Peugeot,207,207,SW Outdoor 1.6 VTi 120,155.5,174.8,416.4,1323

Peugeot,208,208 3-door (Facelift 2015),1.0 PureTech 68,146.0,173.9,396.2,1035

Peugeot,208,208 3-door (Facelift 2015),1.0 PureTech 68 Access,146.0,173.9,396.5,1035

Peugeot,208,208 3-door (Facelift 2015),1.0 PureTech 68 Active,146.0,173.9,396.5,1035

Peugeot,208,208 II,1.2 GT-Line PureTech 100,143,174.5,405.5,1065

Peugeot,208,208 II,1.2 GT-Line PureTech 130 Auto,143,174.5,405.5,1133

Peugeot,208,208 II,1.2 PureTech 100 Auto,143,174.5,405.5,1065

Peugeot,208,208 II,1.2 PureTech 100,143,174.5,405.5,1065

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 110,146.0,173.9,396.2,1135

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 110 EAT6,146.0,173.9,396.2,1155

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 110 GT-Line,146.0,173.9,396.5,1145

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 110 S&S,146.0,173.9,397.3,1145

Peugeot,208,208 II,1.2 PureTech 130 Auto,143,174.5,405.5,1133

Peugeot,208,208 II,1.2 PureTech 75,143,174.5,405.5,1065

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 82,146.0,173.9,396.2,1035

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 82 Active,146.0,173.9,396.5,1035

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 82 ETG5,146.0,173.9,396.2,1040

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 82 Style,146.0,173.9,397.3,1035

Peugeot,208,208 3-door (Facelift 2015),1.2 PureTech 82 Very Low Consumption,146.0,173.9,396.2,1035

Peugeot,208,208 II,1.5 BlueHDI 100,143,174.5,405.5,1065

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 100,146.0,173.9,396.2,1165

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 100 GT-Line,146.0,173.9,397.3,1150

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 100 Style,146.0,173.9,397.3,1150

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 100 Very Low Consumption,146.0,173.9,396.2,1165

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 120,146.0,173.9,396.2,1190

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 75,146.0,173.9,396.2,1140

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 75 Access,146.0,173.9,396.5,1150

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 75 Active,146.0,173.9,396.5,1150

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 75 Style,146.0,173.9,397.3,1150

Peugeot,208,208 3-door (Facelift 2015),1.6 BlueHDi 75 Very Low Consumption,146.0,173.9,396.2,1145

Peugeot,208,208 3-door (Facelift 2015),1.6 THP 165,146.0,173.9,396.2,1215

Peugeot,208,208,3-door Access 1.0 VTi 68,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Access 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Access 1.4 HDi 68,146.0,173.9,396.2,1125

Peugeot,208,208,3-door Active 1.0 PureTech 68,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Active 1.0 VTi 68,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Active 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Active 1.4 e-HDi 68 CMP Blue Lion,146.0,173.9,396.2,1135

Peugeot,208,208,3-door Active 1.4 HDi 68,146.0,173.9,396.2,1125

Peugeot,208,208,3-door Active 1.4 VTi 95,146.0,173.9,396.2,1145

Peugeot,208,208,3-door Active 1.6 e-HDi 92 CMP,146.0,173.9,396.2,1165

Peugeot,208,208,3-door Active 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,3-door Allure 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Allure 1.4 HDi 68,146.0,173.9,396.2,1125

Peugeot,208,208,3-door Allure 1.4 VTi 95,146.0,173.9,396.2,1145

Peugeot,208,208,3-door Allure 1.6 BlueHDi 120,146.0,173.9,396.2,1190

Peugeot,208,208,3-door Allure 1.6 e-HDi 115,146.0,173.9,396.2,1165

Peugeot,208,208,3-door Allure 1.6 e-HDi 92 CMP,146.0,173.9,396.2,1165

Peugeot,208,208,3-door Allure 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,3-door Allure 1.6 THP 155,146.0,173.9,396.2,1165

Peugeot,208,208,3-door Allure 1.6 VTi 120,146.0,173.9,396.2,1165

Peugeot,208,208,3-door GTi 1.6 THP 200,146.0,173.9,396.2,

Peugeot,208,208,3-door GTi 30 Aniverssary,145.0,173.9,396.2,1260

Peugeot,208,208,3-door Ice Velvet 1.6 e-HDi 115,146.0,173.9,396.2,1165

Peugeot,208,208,3-door Like 1.0 VTi 68 Pure Tech,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Like 1.4 HDi 68,146.0,173.9,396.2,1125

Peugeot,208,208,3-door Urban Soul 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,3-door Urban Soul 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,3-door XY 1.6 e-HDi 115,146.0,173.9,396.2,

Peugeot,208,208,3-door XY 1.6 e-HDi 92 CMP6,146.0,173.9,396.2,

Peugeot,208,208,3-door XY 1.6 e-HDi 92,146.0,173.9,396.2,

Peugeot,208,208,3-door XY 1.6 THP 155,146.0,173.9,396.2,

Peugeot,208,208,3-door XY 1.6 VTi 120,146.0,173.9,396.2,

Peugeot,208,208,5-door Access 1.0 VTi 68,146.0,173.9,396.2,

Peugeot,208,208,5-door Access 1.2 VTi 82,146.0,173.9,396.2,

Peugeot,208,208,5-door Access 1.4 HDi 68,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.0 VTi 68,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.2 VTi 82,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.4 e-HDi 68 CMP Blue Lion,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.4 HDi 68,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.4 VTi 95,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.6 e-HDi 92 CMP,146.0,173.9,396.2,

Peugeot,208,208,5-door Active 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,5-door Allure 1.2 VTi 82,146.0,173.9,396.2,

Peugeot,208,208,5-door Allure 1.4 HDi 68,146.0,173.9,396.2,

Peugeot,208,208,5-door Allure 1.4 VTi 95,146.0,173.9,396.2,

Peugeot,208,208,5-door Allure 1.6 BlueHDi 120,146.0,173.9,396.2,1190

Peugeot,208,208,5-door Allure 1.6 e-HDi 115,146.0,173.9,396.2,

Peugeot,208,208,5-door Allure 1.6 e-HDi 92 CMP,146.0,173.9,396.2,

Peugeot,208,208,5-door Allure 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,5-door Allure 1.6 VTi 120,146.0,173.9,396.2,1165

Peugeot,208,208,5-door Intuitive 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,5-door Intuitive 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,5-door Like 1.0 VTi 68 Pure Tech,146.0,173.9,396.2,1050

Peugeot,208,208,5-door Like 1.4 HDi 68,146.0,173.9,396.2,1125

Peugeot,208,208,5-door Roland Garros 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,5-door Roland Garros 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,5-door Style 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,5-door Urban Soul 1.2 VTi 82,146.0,173.9,396.2,1050

Peugeot,208,208,5-door Urban Soul 1.6 e-HDi 92,146.0,173.9,396.2,1155

Peugeot,208,208,Active 1.2 VTi 82 ETG5,146.0,173.9,396.2,1055

Peugeot,208,208,Active 1.6 e-HDi 92 ETG6,146.0,173.9,396.2,1165

Peugeot,208,208,Allure 1.6 e-HDi 92 ETG6,146.0,173.9,396.2,1165

Peugeot,208,208 II,e-208 EV 50kWh 136,143,174.5,405.5,1560

Peugeot,208,208 II,e-208 GT EV 50kWh 136,143,174.5,405.5,1560

Peugeot,208,208 3-door (Facelift 2015),GTi,146.0,173.9,397.3,1235

Peugeot,208,208 3-door (Facelift 2015),GTi by Peugeot Sport,146.0,173.9,396.2,1235

Renault,21,21 Phase 1,2L Turbo,138.5,171.4,449.8,1190

Renault,21,21 Phase 1,GTX-TI-TXE,142,172,446,1130

Renault,21,21 Phase 1,TD/GTD 67,142.0,172.0,446.0,1075

Renault,21,21 Phase 1,TD/GTD 74,142.0,173.0,453.0,1108

Renault,21,21 Phase 1,TL,141.5,170.5,446,955

Renault,21,21 Phase 1,TS-GTS-TSE-RS,142,172,446,970

Renault,21,21 Phase 1,Turbo D,142.0,172.0,446.0,1123

Renault,21,21 Phase 2,2L Turbo Quadra,138.0,172.0,451.0,1338

Renault,21,21 Phase 2,2L Turbo,138.5,171.4,449.8,1190

Renault,21,21 Phase 2,GTS-TSE,142,173,453,1025

Renault,21,21 Phase 2,SD 1.9D,139.0,173.0,453.0,1026

Renault,21,21 Phase 2,TD/GTD 74,142.0,173.0,453.0,1108

Renault,21,21 Phase 2,Turbo D,142.0,173.0,453.0,1150

Renault,21,21 Phase 2,TXI,139,172,453,1155

Ferrari,212,,Ferrari 212,108.3,155.9,371.5,923

Ferrari,212,,Export,,,,850

Ferrari,212,,Inter,,,,1000

Ferrari,225,,S V12,,,,850

Ferrari,225,,Sport Spider,,,,

Alfa Romeo,2300,,B,144,169,472,1210

Alfa Romeo,2300,,Ti-4,136,169,472,1319

Alfa Romeo,2300,,TI,144,169,472,1230

Volvo,200 Series,240 Sedan (244),2.0,143.0,171.0,478.0,1222

Volvo,200 Series,240 Sedan (244),2.3,143.0,172.0,478.0,1274

Volvo,200 Series,240 Sedan (244),D6,143.0,172.0,478.0,1335

Volvo,200 Series,240 Sedan (244),Turbo,143.0,171.0,479.0,1289

Renault,25,25,2.0 TS - GTS,140,177,462,1120

Renault,25,25,2.2 GTX,140,177,462,1185

Renault,25,25,2.2 TXE,142.0,181.0,471.0,1214

Renault,25,25,2.7 V6 Injection,140,177,464,1280

Renault,25,25,2.8 V6 Injection 152,141.0,181.0,471.0,1304

Renault,25,25,2.8 V6 Injection 160,142.0,181.0,471.0,1301

Renault,25,25 II,2.0 TI/TXI,142.0,181.0,471.0,1240

Renault,25,25 II,TD/GTD,142.0,181.0,471.0,1186

Renault,25,25 II,Turbo-D - Turbo-DX,140,177,464,1230

Renault,25,25 II,V6 Turbo,141.0,181.0,471.0,1410

Renault,25,25,TD - GTD,140,177,462,1180

Renault,25,25,V6 Turbo,140.0,177.0,462.0,1326

Ferrari,250,,Europa,,,,1000

Ferrari,250,,Export,,,,800

Ferrari,250,,GT Berlinetta Lusso,129,165.1,441,1020

Ferrari,250,,GT Berlinetta,129,175.3,440.7,

Ferrari,250,,GT Coupe Speciale,139.7,165.1,439.4,1315

Ferrari,250,,GT Series I Cabriolet,139.7,165.1,439.4,1225

Ferrari,250,,GT SWB VMax,127,160,431.8,957

Ferrari,250,,GT SWB,127,160,431.8,957

Ferrari,250,,GT,134.6,170.2,470,1277

Ferrari,250,,GTO,113.8,175,430,878

Ferrari,250,,LM,111.5,170,409,850

Ferrari,250,,MM,120,165,425,900

Ferrari,250,,Testa Rossa,101.3,154.9,417.8,800

Renault,26.8HP,,Renault 26.8HP,,,,

Renault,26.8HP,,Limousine,,,,

Alfa Romeo,2600,2600 Berlina,Alfa Romeo 2600 Berlina,140,170.2,472.5,1380

BMW,2600,,L,153,178,473,1425

Volvo,200 Series,262 C Bertone,Coupe,136,170.7,487.9,1450

Ferrari,275,,GTB,124.5,172.5,432.5,1098

Ferrari,275,,GTS,125,167.5,435,1152

Ferrari,288,,GTO,112,191,429,1160

Citroen,2CV,,6 Charleston,160.0,148.0,383.0,560

Citroen,2CV,,6 Club,160.0,148.0,383.0,560

Citroen,2CV,,6 Special,160,148,383,585

Mazda,3,3,1.4,146.5,175.5,441.5,1240

Mazda,3,3,1.6 CRTD,146.5,175.5,441.5,1325

Mazda,3,3,1.6,146.5,175.5,441.5,1240

Mazda,3,3,2.0 CRTD,146.0,176.0,449.0,1370

Mazda,3,3 (BP),2.0 e-SkyActiv G 150 Auto,144.0,179.5,446.0,1274

Mazda,3,3 (BP),2.0 e-SkyActiv G 150,144.0,179.5,446.0,1249

Mazda,3,3 (BP),2.0 e-SkyActiv X 186 Auto,144.0,179.5,446.0,1324

Mazda,3,3 (BP),2.0 e-SkyActiv X 186,144.0,179.5,446.0,1295

Mazda,3,3,2.0,146.5,175.5,441.5,1310

Mazda,3,3 (BP),3 1.8 SkyActiv-D 116 Auto,144.0,179.5,446.0,1295

Mazda,3,3 (BP),3 1.8 SkyActiv-D 116,144.0,179.5,446.0,1274

Mazda,3,3 (BP),3 2.0 SkyActiv-G 122 Auto,144.0,179.5,446.0,1274

Mazda,3,3 (BP),3 2.0 SkyActiv-G 122,144.0,179.5,446.0,1249

Mazda,3,3 (BP),3 2.0 SkyActiv-X 180 Auto,144.0,179.5,446.0,1340

Mazda,3,3 (BP),3 2.0 SkyActiv-X 180,144.0,179.5,446.0,1311

Mazda,3,3 II,5p Active 1.6 105HP,,,,1245

Mazda,3,3 II,5p Active 1.6 CRTD 109HP,,,,1320

Mazda,3,3 II,5p Luxury 2.0 150HP Aut.,,,,1335

Mazda,3,3 II,5p Luxury 2.0 DISI 151HP i-Stop,,,,1345

Mazda,3,3 II,5p Luxury 2.2 CRTD 150HP,,,,1465

Mazda,3,3 II,5p Sportive 2.0 DISI 151HP i-Stop,,,,1345

Mazda,3,3 II,5p Sportive 2.2 CRTD 150HP,,,,1465

Mazda,3,3 II,5p Sportive 2.2 CRTD 185HP,,,,1465

Mazda,3,3 II,5p Style 1.6 105HP,,,,1245

Mazda,3,3 II,5p Style 1.6 CRTD 109HP,,,,1320

Mazda,3,3,MPS 2.3 MZR DISI Turbo,146.5,176.5,443.5,1483

Mazda,3,3 II,MPS 5p 2.3 DISI Turbo,,,,1455

Mazda,3,3 2017,SKYACTIV-D 1.5 105HP Auto,145.0,179.5,447.0,1360

Mazda,3,3 2017,SKYACTIV-D 1.5 105HP,145.0,179.5,447.0,1335

Mazda,3,3 2017,SKYACTIV-D 2.2 150HP Auto,145.0,179.5,447.0,1410

Mazda,3,3 2017,SKYACTIV-D 2.2 150HP,145.0,179.5,447.0,1395

Mazda,3,3 2017,SKYACTIV-G 1.5 100HP,145.0,179.5,447.0,1260

Mazda,3,3 2017,SKYACTIV-G 2.0 120HP Auto,145.0,179.5,447.0,1320

Mazda,3,3 2017,SKYACTIV-G 2.0 120HP,145.0,179.5,447.0,1280

Mazda,3,3 2017,SKYACTIV-G 2.0 165HP i-ELOOP,145.0,179.5,447.0,1305

Renault,30,,30 TS Automatic,142.2,172.7,452.1,

Renault,30,,30 TX Automatic,143,173.2,452.1,1360

Renault,30,,TD,143.0,173.0,450.0,1257

Renault,30,,TS,143,173.2,452.1,1320

Renault,30,,Turbo Diesel,143,173,452,1255

Renault,30,,TX,143,173.2,452.1,1340

BMW,3000 GT Frua,,V8,138,175,460,

Mitsubishi,3000GT,,3.0 V6,128.0,184.0,457.0,1690

Mitsubishi,3000GT,,VR-4,124.5,183.9,460,1725

Peugeot,3008,3008 II,1.2 PureTech 130 Allure,162.4,184.1,444.7,1325

Peugeot,3008,3008 2021,1.2 PureTech 130 Auto,162.4,184.1,444.7,1295

Peugeot,3008,3008 II,1.2 PureTech 130 EAT6 Active,162.4,184.1,444.7,1345

Peugeot,3008,3008 II,1.2 PureTech 130 EAT6 Allure,162.4,184.1,444.7,1345

Peugeot,3008,3008 II,1.2 PureTech 130 GT Line,162.4,184.1,444.7,1325

Peugeot,3008,3008,1.2 PureTech 130 S&S Access,163.9,183.7,436.5,1550

Peugeot,3008,3008,1.2 PureTech 130 S&S Allure,163.9,183.7,436.5,1550

Peugeot,3008,3008,1.2 PureTech 130 S&S Crossway,163.9,183.7,436.5,1550

Peugeot,3008,3008 2021,1.2 PureTech 130,162.4,184.1,444.7,1295

Peugeot,3008,3008 II,1.5 BlueHDI 130 Auto,162.4,184.4,444.7,1405

Peugeot,3008,3008 II,1.5 BlueHDI 130,162.4,184.4,444.7,1392

Peugeot,3008,3008 II,1.6 BlueHDi 100,162.4,184.1,444.7,

Peugeot,3008,3008,1.6 BlueHDi 120 Access,163.9,183.7,436.5,1495

Peugeot,3008,3008,1.6 BlueHDi 120 Active,163.9,183.7,436.5,1495

Peugeot,3008,3008,1.6 BlueHDi 120 Allure,163.9,183.7,436.5,1495

Peugeot,3008,3008,1.6 BlueHDi 120 Crossway,163.9,183.7,436.5,1495

Peugeot,3008,3008 II,1.6 BlueHDi 120 EAT6 Active,162.4,184.1,444.7,1390

Peugeot,3008,3008,1.6 BlueHDi 120 EAT6 Allure,163.9,183.7,436.5,1620

