znamka,model,generacija,verzija,prvo leto proizvodnje,gorivo,poravnava motorja,prostornina motorja,moč motorja,prisilno polnenje motorja,pospesevanje,max hitrost,navor,emisije,poraba

Ford,Tourneo Connect,Grand Tourneo Connect,1.6 Duratorq TDCi 75HP 7 seats,2013.0,Diesel,,1560.0,75.0,,18.3,145.0,220.0,130.0,5.0

Ford,Tourneo Connect,Grand Tourneo Connect,1.6 Duratorq TDCi 95HP 7 seats Fuel Economy,2013.0,Diesel,,1560.0,95.0,,15.1,160.0,230.0,121.0,4.6

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 115HP 5 seats,2013.0,Diesel,,1560.0,116.0,,14.1,165.0,270.0,130.0,4.9

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 115HP 7 seats,2013.0,Diesel,,1560.0,116.0,,14.1,165.0,270.0,130.0,4.9

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 95HP 5 seats,2013.0,Diesel,,1560.0,95.0,,15.1,160.0,230.0,130.0,5.0

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 95HP 7 seats,2013.0,Diesel,,1560.0,95.0,,15.1,160.0,230.0,130.0,5.0

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 EcoBoost 150HP Auto 5 seats,2013.0,Petrol,,1596.0,150.0,,11.1,173.0,240.0,184.0,8.0

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 EcoBoost 150HP Auto 7 seats,2013.0,Petrol,,1596.0,150.0,,11.1,173.0,240.0,184.0,8.0

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 115HP 5 seats,2014.0,Diesel,,1560.0,116.0,,14.1,165.0,270.0,130.0,4.9

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 115HP 7 seats,2014.0,Diesel,,1560.0,116.0,,14.1,165.0,270.0,130.0,4.9

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 95HP 5 seats,2013.0,Diesel,,1560.0,95.0,,15.1,160.0,230.0,130.0,5.0

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 95HP 7 seats,2013.0,Diesel,,1560.0,95.0,,15.1,160.0,230.0,130.0,5.0

Suzuki,Grand Vitara,Grand Vitara II,1.9 DDis,2005.0,Diesel,,1870.0,129.0,,13.2,170.0,300.0,205.0,7.7

Suzuki,Grand Vitara,Grand Vitara II,2.0 16v,2005.0,Petrol,,1995.0,140.0,,12.5,175.0,183.0,220.0,9.1

Suzuki,Grand Vitara,Grand Vitara,2.0 TD,1998.0,Diesel,,1998.0,87.0,,19.8,142.0,216.0,,7.8

Suzuki,Grand Vitara,Grand Vitara,2.0 TDi 16v,2003.0,Diesel,,1997.0,109.0,,,160.0,270.0,198.0,7.3

Suzuki,Grand Vitara,Grand Vitara,2.0 TDi,2001.0,Diesel,,1998.0,109.0,,,150.0,250.0,190.0,6.6

Suzuki,Grand Vitara,Grand Vitara,2.0,1998.0,Petrol,,1995.0,128.0,,,160.0,174.0,230.0,9.3

Suzuki,Grand Vitara,Grand Vitara,2.5 V6,1998.0,Petrol,,2493.0,144.0,,10.9,175.0,208.0,248.0,10.2

Suzuki,Grand Vitara,Grand Vitara II,2.7 V6,2005.0,Petrol,,2700.0,185.0,,9.7,182.0,250.0,,

Lancia,Grand Voyager,,2.8 CRD 163HP Gold Plus,2012.0,Diesel,,2776.0,163.0,,11.9,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 163HP Gold,2012.0,Diesel,,2776.0,163.0,,11.9,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 163HP Platinum,2012.0,Diesel,,2776.0,163.0,,11.9,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 163HP Silver,2012.0,Diesel,,2776.0,163.0,,11.9,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 178HP Family Class,2014.0,Diesel,,2776.0,178.0,,11.5,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 178HP Gold,2013.0,Diesel,,2776.0,178.0,,11.5,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 178HP Platinum,2013.0,Diesel,,2776.0,178.0,,11.5,193.0,360.0,207.0,7.9

Lancia,Grand Voyager,,2.8 CRD 178HP Silver,2013.0,Diesel,,2776.0,178.0,,11.5,193.0,360.0,207.0,7.9

Fiat,Punto,Grande Punto,1.2,2006.0,Petrol,,1242.0,65.0,,14.5,155.0,102.0,145.0,6.1

Fiat,Punto,Grande Punto,1.3 Multijet 16v 90,2006.0,Diesel,,1248.0,90.0,,11.9,175.0,200.0,122.0,4.6

Fiat,Punto,Grande Punto,1.3 Multijet 16v,2006.0,Diesel,,1248.0,75.0,,13.6,165.0,190.0,123.0,4.7

Fiat,Punto,Grande Punto,1.4 16v StarJet,2006.0,Petrol,,1368.0,95.0,,11.4,178.0,125.0,145.0,6.1

Fiat,Punto,Grande Punto,1.4,2006.0,Petrol,,1368.0,78.0,,13.2,165.0,115.0,,6.1

Fiat,Punto,Grande Punto,1.9 Multijet 16v,2006.0,Diesel,,1910.0,120.0,,10.0,190.0,280.0,154.0,5.6

Fiat,Punto,Grande Punto,3p 1.2 8v 65HP Active,2010.0,Petrol,,1242.0,65.0,,14.5,155.0,102.0,139.0,5.9

Fiat,Punto,Grande Punto,5p 1.2 8v 65HP Active,2010.0,Petrol,,1242.0,65.0,,14.5,155.0,102.0,139.0,5.9

Fiat,Punto,Grande Punto,5p 1.3 8v Multijet 75HP Active,2010.0,Diesel,,1248.0,75.0,,13.6,165.0,190.0,119.0,4.5

Fiat,Punto,Grande Punto,5p 1.4 8v 77HP Active,2010.0,Petrol,,1368.0,78.0,,13.2,165.0,115.0,139.0,5.9

Hyundai,Grandeur IV,,2.2 CRDi VGT Aut.,2010.0,Diesel,,2188.0,150.0,,11.4,202.0,350.0,208.0,7.9

Hyundai,Grandeur IV,,2.2 CRDi VGT,2006.0,Diesel,,2188.0,155.0,,11.4,202.0,343.0,208.0,7.9

Hyundai,Grandeur IV,,3.3i V6,2005.0,Petrol,,3342.0,235.0,,7.8,237.0,304.0,245.0,10.2

Mitsubishi,Grandis,,2.0 DI-D,2005.0,Diesel,,1968.0,136.0,,10.8,195.0,310.0,176.0,6.6

Mitsubishi,Grandis,,2.4 MIVEC,2004.0,Petrol,,2378.0,165.0,,10.0,200.0,217.0,223.0,9.4

Mitsubishi,Grandis,,Challenge 2.0 DI-D 136HP,2009.0,Diesel,,1968.0,136.0,,10.8,195.0,310.0,176.0,6.6

Mitsubishi,Grandis,,Challenge 2.0 DI-D,2010.0,Diesel,,1968.0,136.0,,10.8,195.0,310.0,176.0,6.6

Opel,Grandland,Grandland,1.2 Turbo 130HP Auto,2021.0,Petrol,,1199.0,130.0,,10.3,196.0,230.0,144.0,

Opel,Grandland,Grandland,1.2 Turbo 130HP,2021.0,Petrol,,1199.0,130.0,,10.1,197.0,230.0,139.0,

Opel,Grandland,Grandland,1.5 CDTI 130HP,2021.0,Diesel,,1499.0,130.0,,11.5,192.0,300.0,133.0,

Opel,Grandland,Grandland,1.6 Turbo Hybrid 224HP,2021.0,hybrid_petrol,,1598.0,224.0,,8.9,225.0,360.0,31.0,

Opel,Grandland,Grandland,1.6 Turbo Hybrid4 300HP,2021.0,hybrid_petrol,,1598.0,300.0,,6.1,235.0,520.0,29.0,

Opel,Grandland,Grandland X,1.2 Turbo Auto,2020.0,Petrol,,1199.0,130.0,,10.4,196.0,230.0,119.0,5.2

Opel,Grandland,Grandland X,1.2 Turbo,2017.0,Petrol,,1199.0,131.0,,11.1,188.0,230.0,117.0,5.4

Opel,Grandland,Grandland X,1.5 CDTI 130HP Auto,2018.0,Diesel,,1499.0,130.0,,12.3,192.0,300.0,109.0,4.2

Opel,Grandland,Grandland X,1.5 CDTI 130HP,2018.0,Diesel,,1499.0,130.0,,11.3,195.0,300.0,110.0,4.2

Opel,Grandland,Grandland X,1.6 CDTI Auto,2017.0,Diesel,,1560.0,120.0,,12.2,185.0,300.0,112.0,4.6

Opel,Grandland,Grandland X,1.6 CDTI,2017.0,Diesel,,1560.0,120.0,,11.8,189.0,300.0,104.0,4.3

Opel,Grandland,Grandland X,1.6 Turbo 180HP,2018.0,Petrol,,1598.0,180.0,,8.0,222.0,250.0,132.0,5.8

Opel,Grandland,Grandland X,1.6 Turbo Hybrid,2020.0,hybrid_petrol,,1598.0,224.0,,8.9,225.0,360.0,35.0,1.5

Opel,Grandland,Grandland X,1.6 Turbo Hybrid4,2019.0,hybrid_petrol,,1598.0,300.0,,7.0,220.0,450.0,34.0,1.6

Opel,Grandland,Grandland X,2.0 CDTI 177HP,2018.0,Diesel,,1997.0,177.0,,9.1,214.0,400.0,126.0,4.8

Maserati,GranSport,,Maserati GranSport,2005.0,Petrol,,4244.0,401.0,,4.9,290.0,452.0,435.0,18.6

Maserati,GranSport,,Spyder,2006.0,Petrol,,4244.0,401.0,,5.0,285.0,452.0,435.0,18.6

Maserati,GranTurismo,,Maserati GranTurismo,2010.0,Petrol,,4244.0,405.0,,5.2,285.0,460.0,330.0,14.3

Maserati,GranTurismo,,MC Stradale (4 seats),2014.0,Petrol,,4691.0,460.0,,4.5,303.0,520.0,337.0,14.4

Maserati,GranTurismo,,MC Stradale,2011.0,Petrol,,4691.0,449.0,,4.6,301.0,510.0,337.0,14.4

Maserati,GranTurismo 2018,,MC,2017.0,Petrol,,4691.0,460.0,,4.7,301.0,520.0,331.0,14.3

Maserati,GranTurismo,,S Automatica,2010.0,Petrol,,4691.0,439.0,,5.0,295.0,490.0,354.0,15.2

Maserati,GranTurismo,,S,2010.0,Petrol,,4691.0,439.0,,4.9,295.0,490.0,387.0,16.6

Maserati,GranTurismo 2018,,Sport,2017.0,Petrol,,4691.0,460.0,,4.8,299.0,520.0,331.0,14.3

Lexus,GS,GS IV,250 Drive,2013.0,Petrol,,2500.0,209.0,,8.6,230.0,253.0,207.0,8.9

Lexus,GS,GS IV,250 F Sport,2013.0,Petrol,,2500.0,209.0,,8.6,230.0,253.0,207.0,8.9

Lexus,GS,GS IV,250 Plus,2013.0,Petrol,,2500.0,209.0,,8.6,230.0,253.0,207.0,8.9

Lexus,GS,GS III,300 Luxury,2010.0,Petrol,,2995.0,249.0,,7.2,240.0,310.0,226.0,9.6

Lexus,GS,GS III,300 Premium,2010.0,Petrol,,2995.0,249.0,,7.2,240.0,310.0,226.0,9.6

Lexus,GS,GS III,300 President,2010.0,Petrol,,2995.0,249.0,,7.2,240.0,310.0,226.0,9.6

Lexus,GS,GS III,300,2005.0,Petrol,,2995.0,249.0,,7.2,240.0,310.0,232.0,9.8

Lexus,GS,GS IV,300h Corporate,2015.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,113.0,4.9

Lexus,GS,GS IV,300h Eco,2015.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,109.0,4.7

Lexus,GS,GS IV,300h Executive,2015.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,113.0,4.9

Lexus,GS,GS IV,300h F Sport,2015.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,113.0,4.9

Lexus,GS,GS IV,300h Hybrid Drive,2013.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,115.0,5.0

Lexus,GS,GS IV,300h Hybrid ECO,2013.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,109.0,4.7

Lexus,GS,GS IV,300h Hybrid Plus,2013.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,115.0,5.0

Lexus,GS,GS IV,300h Hybrid,2013.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,115.0,5.0

Lexus,GS,GS IV,300h Luxury,2015.0,hybrid_petrol,,2494.0,223.0,,9.2,190.0,,113.0,4.9

Lexus,GS,GS III,430,2005.0,Petrol,,4293.0,283.0,,6.1,250.0,417.0,269.0,11.4

Lexus,GS,GS IV,450h Executive,2015.0,hybrid_petrol,,3456.0,343.0,,5.9,250.0,378.0,141.0,6.1

Lexus,GS,GS IV,450h F Sport,2014.0,hybrid_petrol,,3456.0,343.0,,5.9,250.0,378.0,145.0,6.2

Lexus,GS,GS IV,450h Hybrid Drive,2014.0,hybrid_petrol,,3456.0,343.0,,5.9,250.0,378.0,141.0,6.1

Lexus,GS,GS IV,450h Hybrid Plus,2014.0,hybrid_petrol,,3456.0,343.0,,5.9,250.0,378.0,141.0,6.1

Lexus,GS,GS IV,450h Luxury,2015.0,hybrid_petrol,,3456.0,343.0,,5.9,250.0,378.0,141.0,6.1

Lexus,GS,GS III,450h,2005.0,hybrid_petrol,,3456.0,345.0,,5.9,250.0,,186.0,7.9

Lexus,GS,GS III,460,2008.0,Petrol,,4608.0,347.0,,5.8,250.0,460.0,258.0,11.1

Lexus,GS,GS 2016,F,2017.0,Petrol,,4969.0,477.0,,4.6,270.0,530.0,260.0,11.2

Lexus,GS,GS IV,GS F,2015.0,Petrol,,4969.0,477.0,,4.5,270.0,530.0,251.0,10.8

Citroen,GSA,,1130 Break,1979.0,Petrol,,1129.0,56.0,,,,79.0,,

Citroen,GSA,,1130,1980.0,Petrol,,1129.0,56.0,,17.9,148.0,79.0,,7.8

Citroen,GSA,,1300 Break,1979.0,Petrol,,1299.0,65.0,,,155.0,96.0,,6.4

Citroen,GSA,,1300 Special/Club/Pallas/X1/X3,1979.0,Petrol,,1299.0,65.0,,,158.0,96.0,,6.3

Opel,GT,,Opel GT,2007.0,Petrol,,1998.0,264.0,,5.7,229.0,353.0,218.0,9.2

Opel,GT,,1900,1968.0,Petrol,,1897.0,90.0,,11.5,185.0,146.0,,8.5

Opel,GT,,2.0 Turbo,2010.0,Petrol,,1998.0,264.0,,5.7,229.0,353.0,218.0,9.2

Ford,GT 40,,4.2,1964.0,Petrol,,4195.0,355.0,,,225.0,,,

Ford,GT 40,,4.7 335hp,1967.0,Petrol,,4727.0,340.0,,,,,,

Ford,GT 40,,4.7 380hp,1967.0,Petrol,,4727.0,385.0,,,257.0,,,

Ford,GT 40 Concept,,Ford GT 40 Concept,2002.0,Petrol,,5409.0,507.0,,,,,,

BMW,GT Frua,,1600,1967.0,Petrol,,1574.0,105.0,,11.2,190.0,,,

Nissan,GT R,,2014,2013.0,Petrol,,3799.0,549.0,,2.7,315.0,632.0,275.0,11.8

Nissan,GT R,,Black Edition 550HP,2014.0,Petrol,,3799.0,549.0,,2.7,315.0,632.0,275.0,11.8

Nissan,GT R,,Black Edition,2011.0,Petrol,,3799.0,530.0,,3.5,315.0,612.0,279.0,12.4

Nissan,GT R,,Nismo 2014,2013.0,Petrol,,3799.0,549.0,,2.7,315.0,632.0,275.0,11.8

Nissan,GT R,,NISMO 2016,2016.0,Petrol,,3799.0,600.0,,,,652.0,275.0,

Nissan,GT R,,Nismo,2018.0,Petrol,,3799.0,600.0,,2.8,315.0,637.0,275.0,11.8

Nissan,GT R,,Premium Edition,2011.0,Petrol,,3799.0,530.0,,3.1,315.0,612.0,279.0,12.4

Nissan,GT R,,Track Edition (NISMO),2015.0,Petrol,,3799.0,549.0,,2.8,315.0,632.0,275.0,11.8

Toyota,GT86,GT86 2012,2.0 Auto,2012.0,Petrol,,1998.0,200.0,,8.2,210.0,205.0,164.0,7.1

Toyota,GT86,GT86 2012,2.0,2012.0,Petrol,,1998.0,200.0,,7.6,226.0,205.0,181.0,7.8

Ford,GT90,,V12,1995.0,Petrol,,5927.0,730.0,,,378.0,,,

Alpine,GTA,,V6 GT,1985.0,Petrol,,2849.0,160.0,,8.0,235.0,221.0,,9.9

Alpine,GTA,,V6 Le Mans,1990.0,Petrol,,2458.0,185.0,,6.7,240.0,288.0,,9.9

Alpine,GTA,,V6 Turbo,1990.0,Petrol,,2458.0,185.0,,7.0,243.0,288.0,,9.9

Ferrari,GTC4 Lusso,,Ferrari GTC4 Lusso,2016.0,Petrol,,6262.0,690.0,,3.4,335.0,697.0,360.0,15.4

Alfa Romeo,GTV,,1.8 TS,1998.0,Petrol,,1747.0,144.0,,9.2,210.0,169.0,213.0,8.9

Alfa Romeo,GTV,,2.0 JTS,2003.0,Petrol,,1970.0,165.0,,8.4,220.0,206.0,220.0,9.2

Alfa Romeo,GTV,,2.0 TS,1995.0,Petrol,,1970.0,150.0,,8.4,215.0,186.0,,6.2

Alfa Romeo,GTV,,2.0 V6 TB,1995.0,Petrol,,1996.0,200.0,,7.4,235.0,270.0,,7.2

Alfa Romeo,GTV,,3.0 V6 24v,1997.0,Petrol,,2959.0,220.0,,6.7,240.0,270.0,,9.8

Alfa Romeo,GTV,,3.2 V6 24v,2003.0,Petrol,,3179.0,240.0,,6.3,255.0,289.0,315.0,13.2

Alfa Romeo,GTV6,,2.5 V6,1980.0,Petrol,,2492.0,160.0,,8.0,205.0,217.0,,7.7

Alfa Romeo,GTV6,,3.0 V6,1984.0,Petrol,,2934.0,186.0,,7.8,225.0,265.0,,8.9

Genesis,GV80,,2.5T AWD,2020.0,Petrol,,2497.0,304.0,,,,422.0,,

Genesis,GV80,,2.5T RWD,2020.0,Petrol,,2497.0,304.0,,,,422.0,,

Genesis,GV80,,3.0D AWD,2020.0,Diesel,,2996.0,277.0,,,,588.0,232.0,8.8

Genesis,GV80,,3.5T AWD,2020.0,Petrol,,3470.0,380.0,,,,530.0,,

Hyundai,H 1,,2.4i 4x4,1999.0,Petrol,,2351.0,112.0,,,148.0,181.0,,13.5

Hyundai,H 1,,2.4i,1997.0,Petrol,,2351.0,112.0,,20.6,155.0,181.0,298.0,12.5

Hyundai,H 1,,2.5 TD,1997.0,Diesel,,2476.0,80.0,,21.5,145.0,210.0,262.0,9.8

Hyundai,H 1,,2.5TD 4x4,1999.0,Diesel,,2476.0,80.0,,,125.0,210.0,,12.2

Suzuki,Hayabusa,,Sport Prototype,2002.0,Petrol,,1299.0,175.0,,,,,,

Dodge,Hemi,,8,2001.0,Petrol,,5700.0,358.0,,,,,,

Chevrolet,HHR,,2.4 Aut.,2008.0,Petrol,,2384.0,170.0,,10.0,180.0,222.0,214.0,9.0

Chevrolet,HHR,,2.4,2008.0,Petrol,,2384.0,170.0,,9.1,180.0,222.0,207.0,8.6

Toyota,Highlander,,2.5 Hybrid AWD,2021.0,hybrid_petrol,,2487.0,248.0,,8.3,180.0,270.0,149.0,

Lancia,HPE,,1600,1975.0,Petrol,,1585.0,100.0,,,172.0,134.0,,6.0

Lancia,HPE,,2000 iE,1980.0,Petrol,,1995.0,122.0,,,185.0,175.0,,6.5

Lancia,HPE,,2000 VX,1983.0,Petrol,,1995.0,135.0,,,200.0,206.0,,7.2

Lancia,HPE,,2000,1976.0,Petrol,,1995.0,115.0,,10.4,180.0,176.0,,8.8

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Auto Elegance,2015.0,Petrol,,1498.0,131.0,,11.2,187.0,155.0,120.0,5.2

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Auto Executive,2015.0,Petrol,,1498.0,131.0,,11.2,187.0,155.0,125.0,5.4

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Comfort,2015.0,Petrol,,1498.0,131.0,,10.2,192.0,155.0,130.0,5.6

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Elegance,2015.0,Petrol,,1498.0,131.0,,10.2,192.0,155.0,130.0,5.6

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Executive,2015.0,Petrol,,1498.0,131.0,,10.2,192.0,155.0,134.0,5.7

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Comfort,2015.0,Diesel,,1597.0,120.0,,10.0,192.0,300.0,104.0,4.0

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Elegance,2015.0,Diesel,,1597.0,120.0,,10.0,192.0,300.0,104.0,4.0

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Executive,2015.0,Diesel,,1597.0,120.0,,10.0,192.0,300.0,108.0,4.1

Honda,HR-V,HR-V 3-Doors,1.6i 2WD,2001.0,Petrol,,1590.0,105.0,,11.2,165.0,135.0,195.0,8.2

Honda,HR-V,HR-V 3-Doors,1.6i 4WD VTEC,2001.0,Petrol,,1590.0,124.0,,10.8,170.0,144.0,205.0,8.6

Honda,HR-V,HR-V 3-Doors,1.6i 4WD,1999.0,Petrol,,1590.0,105.0,,12.1,162.0,135.0,204.0,8.6

Lexus,HS,,250h,2011.0,Petrol,,2362.0,150.0,,8.4,180.0,,,

Lamborghini,Huracan,,LP 580-2 Spyder,2016.0,Petrol,,5204.0,579.0,,3.6,319.0,540.0,283.0,12.1

Lamborghini,Huracan,,LP 580-2,2015.0,Petrol,,5204.0,579.0,,3.4,320.0,540.0,278.0,11.9

Lamborghini,Huracan,,LP 610-4 Spyder,2015.0,Petrol,,5204.0,610.0,,3.2,325.0,560.0,290.0,12.5

Lamborghini,Huracan,,LP 610-4,2016.0,Petrol,,5204.0,610.0,,3.2,325.0,560.0,280.0,12.5

Lamborghini,Huracan,,LP610-4 Avio,2016.0,Petrol,,5204.0,610.0,,3.2,325.0,560.0,280.0,12.0

Lamborghini,Huracan,,Performante,2017.0,Petrol,,5204.0,640.0,,2.9,325.0,600.0,314.0,13.7

Citroen,C5,C5 Aircross,Hybrid 225,2020.0,hybrid_petrol,,1598.0,225.0,,5.9,235.0,320.0,39.0,1.7

Mitsubishi,i,,Mitsubishi i,2003.0,Petrol,,999.0,68.0,,,,,89.0,

Mitsubishi,i-MiEV,,Electric,2014.0,Electric,,,,,15.9,130.0,,,

Jaguar,I-Pace,,EV320,2020.0,Electric,,,,,6.4,180.0,,,

Jaguar,I-Pace,,EV400,2020.0,Electric,,,400.0,,4.8,200.0,696.0,,

Mitsubishi,i,,T 4WD,2006.0,Petrol,,659.0,64.0,,,,,,5.2

Mitsubishi,i,,T,2006.0,Petrol,,659.0,64.0,,,,,,5.2

Mitsubishi,i,,Vivace 4WD,2006.0,Petrol,,659.0,52.0,,,,,,5.2

Mitsubishi,i,,Vivace,2006.0,Petrol,,659.0,52.0,,,,,,5.2

Hyundai,i10,i10 BA,1.0 66HP Auto,2013.0,Petrol,,998.0,66.0,,16.8,145.0,94.0,137.0,6.0

Hyundai,i10,i10 BA,1.0 66HP Blue Drive,2013.0,Petrol,,998.0,66.0,,15.1,155.0,94.0,98.0,4.3

Hyundai,i10,i10 BA,1.0 66HP ISG,2013.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,106.0,4.6

Hyundai,i10,i10 BA,1.0 MPi 66HP BlueDrive Eco,2016.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,98.0,4.3

Hyundai,i10,i10 BA,1.0 MPi 66HP BlueDrive,2016.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,106.0,4.6

Hyundai,i10,i10 BA,1.0 MPi 66HP Essence Plus,2013.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,108.0,4.7

Hyundai,i10,i10 BA,1.0 MPi 66HP Essence,2014.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,108.0,4.7

Hyundai,i10,i10 BA,1.0 MPi 66HP SLE,2015.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,108.0,4.7

Hyundai,i10,i10 BA,1.0 MPi 66HP Tecno Plus,2013.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,108.0,4.7

Hyundai,i10,i10 BA,1.0 MPi 66HP Tecno,2013.0,Petrol,,998.0,66.0,,14.9,155.0,94.0,108.0,4.7

Hyundai,i10,i10 (LA),1.0 T-GDI N Line 5-seats,2020.0,Petrol,,998.0,100.0,,10.6,180.0,172.0,123.0,

Hyundai,i10,i10 (LA),1.0i 4-seats,2020.0,Petrol,,998.0,67.0,,15.0,156.0,96.0,98.0,4.2

Hyundai,i10,i10 (LA),1.0i 5-seats,2020.0,Petrol,,998.0,67.0,,15.0,156.0,96.0,98.0,4.2

Hyundai,i10,i10 (LA),1.0i Auto 5-seats,2020.0,Petrol,,998.0,67.0,,17.3,156.0,96.0,103.0,4.5

Hyundai,i10,i10 PA,1.1 Classic,2010.0,Petrol,,1086.0,67.0,,15.6,151.0,98.0,119.0,5.0

Hyundai,i10,i10 PA,1.2 Comfort Aut.,2010.0,Petrol,,1248.0,78.0,,14.4,155.0,118.0,136.0,5.9

Hyundai,i10,i10 PA,1.2 Comfort,2010.0,Petrol,,1248.0,78.0,,12.8,164.0,118.0,119.0,5.0

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Go! Brasil,2014.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Style Plus,2013.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Style,2013.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Tecno Plus,2013.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.2 MPi 87HP Go! Brasil,2014.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i10,i10 BA,1.2 MPi 87HP Go!,2014.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i10,i10 BA,1.2 MPi 87HP Style Plus,2013.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i10,i10 BA,1.2 MPi 87HP Style,2013.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i10,i10 BA,1.2 MPi 87HP Tecno Plus Auto,2014.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.2 MPi 87HP Tecno Plus,2013.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i10,i10 PA,1.2 Style Aut.,2010.0,Petrol,,1248.0,78.0,,14.4,155.0,118.0,136.0,5.9

Hyundai,i10,i10 PA,1.2 Style,2010.0,Petrol,,1248.0,78.0,,12.8,164.0,118.0,119.0,5.0

Hyundai,i10,i10 BA,1.25 87HP Auto,2013.0,Petrol,,1248.0,87.0,,13.8,163.0,120.0,142.0,6.2

Hyundai,i10,i10 BA,1.25 87HP,2013.0,Petrol,,1248.0,87.0,,12.3,171.0,120.0,114.0,4.9

Hyundai,i20,i20 (GB),1.0 T-GDI 100 Auto,2018.0,Petrol,,998.0,100.0,,11.4,182.0,172.0,114.0,4.8

Hyundai,i20,i20 (GB),1.0 T-GDI 100HP BlueDrive,2017.0,Petrol,,998.0,101.0,,10.9,176.0,172.0,99.0,4.3

Hyundai,i20,i20 (GB),1.0 T-GDI 100HP,2016.0,Petrol,,998.0,101.0,,10.9,176.0,172.0,110.0,4.8

Hyundai,i20,i20 (GB),1.0 T-GDI 120HP BlueDrive,2016.0,Petrol,,998.0,120.0,,10.4,183.0,172.0,112.0,4.8

Hyundai,i20,i20 (GB),1.0 T-GDI 120HP,2016.0,Petrol,,998.0,120.0,,10.4,183.0,172.0,119.0,5.1

Hyundai,i20,i20 (BC3),1.0 T-GDI Auto,2020.0,Petrol,,998.0,100.0,,11.4,185.0,171.0,117.0,

