znamka,model,generacija,verzija,prvo leto proizvodnje,gorivo,poravnava motorja,prostornina motorja,moč motorja,prisilno polnenje motorja,pospesevanje,max hitrost,navor,emisije,poraba

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396/375 Rally Sport 4-speed Manual,1970.0,Petrol,,6590.0,380.0,,,,563.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 Rally Sport 3-speed Automatic Hydra-matic,1971.0,Petrol,,6590.0,243.0,,,,468.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 Rally Sport 4-speed Manual,1971.0,Petrol,,6590.0,243.0,,,,468.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 V8 3-speed Automatic Hydra-matic,1970.0,Petrol,,6590.0,264.0,,,,468.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 396 V8 4-speed Manual,1970.0,Petrol,,6590.0,264.0,,,,468.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 5.7 V8,1972.0,Petrol,,5733.0,203.0,,,185.0,,,

Chevrolet,Camaro,Camaro 2nd-Gen,SS 6.6 V8,1972.0,Petrol,,6588.0,243.0,,,190.0,,,

Chevrolet,Camaro,Camaro V,Convertible 3.6L DI V6 Auto,2012.0,Petrol,,3564.0,315.0,,,,370.0,,

Chevrolet,Camaro,Camaro V,Convertible 3.6L DI V6,2012.0,Petrol,,3564.0,315.0,,,,370.0,,

Chevrolet,Camaro,Camaro V,Convertible 6.2L V8 Auto,2012.0,Petrol,,6162.0,405.0,,5.6,250.0,556.0,304.0,13.1

Chevrolet,Camaro,Camaro V,Convertible 6.2L V8,2012.0,Petrol,,6162.0,432.0,,5.4,250.0,569.0,329.0,14.1

Chevrolet,Camaro,Camaro V,Coupe 3.6L DI V6 Auto,2012.0,Petrol,,3564.0,315.0,,,,370.0,,

Chevrolet,Camaro,Camaro V,Coupe 3.6L DI V6,2012.0,Petrol,,3564.0,315.0,,,,370.0,,

Chevrolet,Camaro,Camaro V,Coupe 6.2L V8 Auto,2012.0,Petrol,,6162.0,405.0,,5.4,250.0,556.0,304.0,13.1

Chevrolet,Camaro,Camaro V,Coupe 6.2L V8,2012.0,Petrol,,6162.0,432.0,,5.2,250.0,569.0,329.0,14.1

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 3-speed Automatic Hydra-matic,1970.0,Petrol,,5733.0,279.0,,,,407.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 3-speed Automatic Hydra-matic,1971.0,Petrol,,5733.0,258.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 4-speed Manual,1971.0,Petrol,,5733.0,258.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Rally Sport 3-speed Automatic Hydra-matic,1972.0,Petrol,,5733.0,248.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Rally Sport 4-speed Manual,1972.0,Petrol,,5733.0,248.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Type LT Rally Sport 3-speed Automatic Hydra-matic,1972.0,Petrol,,5733.0,248.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 350 V8 Type LT Rally Sport 4-speed Manual,1972.0,Petrol,,5733.0,248.0,,,,380.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28 4-speed Manual,1970.0,Petrol,,5733.0,279.0,,,,407.0,,

Chevrolet,Camaro,Camaro 2nd-Gen,Z28,1972.0,Petrol,,5733.0,259.0,,,191.0,,,

Fiat,Campagnola,,2.0,1974.0,Petrol,,1995.0,80.0,,,120.0,151.0,,

Fiat,Campagnola,,2.4 Diesel,1979.0,Diesel,,2445.0,72.0,,,115.0,147.0,,

Alfa Romeo,Concepts,Canguro,Concept,1964.0,Petrol,,1570.0,0.0,,,,,,

Honda,Capa,,Honda Capa,1998.0,Petrol,,1493.0,98.0,,,,,,

Honda,Capa,,4WD,2002.0,Petrol,,1493.0,98.0,,,,,,

Honda,Capa,,B,2002.0,Petrol,,1493.0,98.0,,,,,,

Honda,Capa,,CVT,2002.0,Petrol,,1493.0,98.0,,,,,,

Ford,Capri,,1.3,1978.0,Petrol,,1297.0,73.0,,16.8,157.0,98.0,,9.4

Ford,Capri,,1.6 S,1978.0,Petrol,,1593.0,91.0,,10.4,173.0,125.0,,10.1

Ford,Capri,,1.6,1978.0,Petrol,,1593.0,73.0,,14.4,160.0,117.0,,

Ford,Capri,,1300 GT,1969.0,Petrol,,1298.0,65.0,,,150.0,,,

Ford,Capri,,1300,1969.0,Petrol,,1305.0,58.0,,,134.0,105.0,,

Ford,Capri,,1500,1969.0,Petrol,,1499.0,75.0,,,145.0,,,

Ford,Capri,,1600 GT,1969.0,Petrol,,1598.0,83.0,,,155.0,,,

Ford,Capri,,2.0 V6,1978.0,Petrol,,1999.0,90.0,,12.5,170.0,141.0,,10.2

Ford,Capri,,2.0,1978.0,Petrol,,1993.0,101.0,,10.5,182.0,153.0,,9.2

Ford,Capri,,2.3,1978.0,Petrol,,2294.0,114.0,,10.1,186.0,176.0,,9.8

Ford,Capri,,2.8 Injection,1981.0,Petrol,,2792.0,160.0,,8.0,210.0,221.0,,11.1

Ford,Capri,,2000 GT,1969.0,Petrol,,1998.0,104.0,,,168.0,168.0,,

Ford,Capri,,3.0,1979.0,Petrol,,2993.0,138.0,,8.6,198.0,235.0,,11.4

Ford,Capri,,3000 GT,1969.0,Petrol,,2994.0,130.0,,,182.0,235.0,,

Ford,Capri,,3000S X-Pack,1978.0,Petrol,,2994.0,177.0,,,209.0,,,

Ford,Capri,,GT 1700,1969.0,Petrol,,1700.0,87.0,,,155.0,141.0,,

Ford,Capri,,GT 2600,1969.0,Petrol,,2548.0,144.0,,,190.0,221.0,,

Chevrolet,Caprice IV,,5.0 V8,1991.0,Petrol,,5001.0,174.0,,12.0,175.0,347.0,,

Chevrolet,Captiva,,2.0 VCDI 127,2007.0,Diesel,,1991.0,127.0,,,,295.0,,

Chevrolet,Captiva,,2.0 VCDi 127HP LS+ 7 plazas,,Diesel,,1991.0,126.0,,11.7,181.0,295.0,190.0,7.2

Chevrolet,Captiva,,2.0 VCDI 150,2006.0,Diesel,,1991.0,150.0,,10.6,186.0,320.0,197.0,7.4

Chevrolet,Captiva,,2.4,2006.0,Petrol,,2405.0,136.0,,11.5,184.0,220.0,221.0,9.1

Chevrolet,Captiva,,3.2,2006.0,Petrol,,3195.0,230.0,,8.8,204.0,297.0,264.0,11.5

Chevrolet,Captiva,,LS 2.4 FWD,2011.0,Petrol,,2384.0,167.0,,10.5,190.0,230.0,210.0,8.9

Chevrolet,Captiva,,LT 2.2 VCDI 163HP AWD,2011.0,Diesel,,2231.0,163.0,,9.9,188.0,350.0,174.0,6.6

Chevrolet,Captiva,,LT 2.2 VCDI 163HP FWD,2011.0,Diesel,,2231.0,163.0,,9.9,189.0,350.0,170.0,6.4

Chevrolet,Captiva,,LT 2.2 VCDI 184HP AWD,2011.0,Diesel,,2231.0,184.0,,9.6,200.0,400.0,174.0,6.6

Chevrolet,Captiva,,LTZ 2.2 VCDI 184HP AWD Aut.,2011.0,Diesel,,2231.0,184.0,,10.1,191.0,400.0,203.0,7.7

Chevrolet,Captiva,,LTZ 2.2 VCDI 184HP AWD,2011.0,Diesel,,2231.0,184.0,,9.6,200.0,400.0,174.0,6.6

Chevrolet,Captiva,,LTZ 3.0 258HP AWD Aut.,2011.0,Petrol,,2997.0,258.0,,8.6,198.0,288.0,252.0,10.7

Renault,Captur,Captur 2,1.0 TCe 100,2020.0,Petrol,,999.0,101.0,,13.3,173.0,160.0,118.0,5.1

Renault,Captur,Captur 2,1.3 TCe 130 Automatic,2020.0,Petrol,,1332.0,131.0,,9.6,193.0,240.0,124.0,5.5

Renault,Captur,Captur 2,1.3 TCe 130,2020.0,Petrol,,1332.0,131.0,,,,240.0,127.0,5.6

Renault,Captur,Captur 2,1.3 TCe 155 Automatic,2020.0,Petrol,,1332.0,154.0,,8.6,202.0,270.0,128.0,5.6

Renault,Captur,Captur 1 Phase 1,dCi 110 eco2 Xmod,2015.0,Diesel,,1461.0,110.0,,11.0,175.0,260.0,98.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 110 S&S eco2 Helly Hansen,2015.0,Diesel,,1461.0,110.0,,11.0,175.0,260.0,98.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 110 S&S eco2 Zen,2015.0,Diesel,,1461.0,110.0,,11.0,175.0,260.0,98.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Adventure,2015.0,Diesel,,1461.0,90.0,,,171.0,220.0,95.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Premium,2015.0,Diesel,,1461.0,90.0,,,171.0,220.0,95.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Xmod,2015.0,Diesel,,1461.0,90.0,,,171.0,220.0,95.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 90 Ecoleader Zen,2015.0,Diesel,,1461.0,90.0,,,171.0,220.0,95.0,3.7

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Helly Hansen,2014.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,103.0,3.9

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Intens,2013.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,103.0,3.9

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC eco2 Zen,2013.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,103.0,3.9

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Intens,2015.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,99.0,3.8

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Xmod,2015.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,99.0,3.8

Renault,Captur,Captur 1 Phase 1,dCi 90 EDC Zen,2015.0,Diesel,,1461.0,90.0,,13.5,170.0,220.0,99.0,3.8

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Adventure,2013.0,Diesel,,1461.0,90.0,,13.1,171.0,220.0,96.0,3.6

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Helly Hansen,2014.0,Diesel,,1461.0,90.0,,13.1,171.0,220.0,96.0,3.6

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Intens,2013.0,Diesel,,1461.0,90.0,,13.1,171.0,220.0,96.0,3.6

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Life,2013.0,Diesel,,1461.0,90.0,,13.1,171.0,220.0,96.0,3.6

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S eco2 Zen,2013.0,Diesel,,1461.0,90.0,,13.1,171.0,220.0,96.0,3.6

Renault,Captur,Captur 1 Phase 1,dCi 90 S&S Ecoleader Adventure,2015.0,Diesel,,1461.0,90.0,,,171.0,220.0,95.0,3.7

Renault,Captur,Captur 2,Hybrid 145,2021.0,hybrid_petrol,,1598.0,143.0,,10.6,170.0,255.0,112.0,

Renault,Captur,Captur 2,Plug-in Hybrid 160,2020.0,hybrid_petrol,,1598.0,159.0,,10.1,173.0,,34.0,1.5

Renault,Captur,Captur 2,TCe 100 Bi-Fuel,2020.0,petrol_lpg,,999.0,101.0,,,175.0,170.0,107.0,6.6

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Helly Hansen,2014.0,Petrol,,1197.0,120.0,,10.9,192.0,190.0,125.0,5.4

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Intens,2015.0,Petrol,,1197.0,120.0,,10.9,192.0,190.0,125.0,5.5

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Xmod,2015.0,Petrol,,1197.0,120.0,,10.9,192.0,190.0,125.0,5.5

Renault,Captur,Captur 1 Phase 1,TCe 120 EDC Zen,2015.0,Petrol,,1197.0,120.0,,10.9,192.0,190.0,125.0,5.5

Renault,Captur,Captur 1 Phase 1,TCe 120 Xmod,2016.0,Petrol,,1197.0,120.0,,9.9,182.0,190.0,127.0,5.6

Renault,Captur,Captur 1 Phase 1,TCe 120 Zen,2016.0,Petrol,,1197.0,120.0,,9.9,182.0,190.0,125.0,5.5

Renault,Captur,Captur 2,TCe 140 Auto,2021.0,Petrol,,1332.0,140.0,,9.2,196.0,260.0,133.0,

Renault,Captur,Captur 2,TCe 140,2021.0,Petrol,,1330.0,140.0,,10.3,196.0,260.0,130.0,

Renault,Captur,Captur 1 Phase 1,TCe 90 eco2 Premium,2015.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,114.0,5.1

Renault,Captur,Captur 1 Phase 1,TCe 90 eco2 Xmod,2015.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,114.0,5.1

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Helly Hansen,2014.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,113.0,4.9

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Intens,2013.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,113.0,4.9

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Life,2013.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,113.0,4.9

Renault,Captur,Captur 1 Phase 1,TCe 90 S&S eco2 Zen,2013.0,Petrol,,898.0,90.0,,12.9,171.0,135.0,113.0,4.9

Renault,Captur,Captur 2,TCe 90,2020.0,Petrol,,999.0,91.0,,14.0,170.0,160.0,130.0,

Suzuki,Capuccino,,0.7,1994.0,Petrol,,657.0,64.0,,,140.0,85.0,,6.8

Renault,Caravelle,,Solex carb,1962.0,Petrol,,1108.0,50.0,,,,,,

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 110HP,2019.0,Diesel,,1968.0,110.0,,16.4,164.0,250.0,164.0,6.2

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP DSG 4Motion,2019.0,Diesel,,1968.0,150.0,,12.5,178.0,340.0,182.0,6.9

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP DSG,2019.0,Diesel,,1968.0,150.0,,12.0,181.0,340.0,161.0,6.1

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 150HP,2019.0,Diesel,,1968.0,150.0,,11.9,182.0,340.0,167.0,6.3

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 199HP 4Motion,2019.0,Diesel,,1968.0,199.0,,9.6,197.0,450.0,183.0,6.9

Volkswagen,Transporter,Caravelle T6.1,L1H1 2.0 TDI 199HP,2019.0,Diesel,,1968.0,199.0,,9.1,200.0,450.0,162.0,6.1

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 110HP,2019.0,Diesel,,1968.0,110.0,,16.4,164.0,250.0,167.0,6.3

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP DSG 4Motion,2019.0,Diesel,,1968.0,150.0,,12.5,178.0,340.0,183.0,6.9

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP DSG,2019.0,Diesel,,1968.0,150.0,,12.0,181.0,340.0,162.0,6.1

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 150HP,2019.0,Diesel,,1968.0,150.0,,11.9,182.0,340.0,168.0,6.4

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 199HP 4Motion,2019.0,Diesel,,1968.0,199.0,,9.6,197.0,450.0,186.0,7.1

Volkswagen,Transporter,Caravelle T6.1,L2H1 2.0 TDI 199HP,2019.0,Diesel,,1968.0,199.0,,9.1,200.0,450.0,165.0,6.3

Renault,Caravelle,,Weber carb,1962.0,Petrol,,1108.0,52.0,,,,,,

Kia,Carens,Carens 3,1.6 GDi 135HP Basic 5 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP Concept 5 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP Concept 7 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP Drive 5 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP Drive 7 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP x-Tech 5 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.6 GDi 135HP x-Tech 7 seats,2015.0,Petrol,,1591.0,135.0,,11.3,185.0,165.0,150.0,6.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept 5 seats,2014.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,120.0,4.6

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept 7 seats,2014.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,120.0,4.6

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept Eco-Dynamics 5 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Concept Eco-Dynamics 7 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive 7 seats,2013.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,129.0,4.9

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive Eco-Dynamics 5 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive Eco-Dynamics 7 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive EcoDynamics 5 seats,2014.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,120.0,4.6

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP Drive EcoDynamics 7 seats,2014.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,120.0,4.6

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP x-Tech Eco-Dynamics 5 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 115HP x-Tech Eco-Dynamics 7 seats,2015.0,Diesel,,1685.0,115.0,,13.0,181.0,260.0,117.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Drive 5 seats,2015.0,Diesel,,1685.0,141.0,,12.0,186.0,340.0,135.0,5.2

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Drive 7 seats,2015.0,Diesel,,1685.0,141.0,,12.0,186.0,340.0,135.0,5.2

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP DCT Emotion 7 seats,2015.0,Diesel,,1685.0,141.0,,12.0,186.0,340.0,135.0,5.2

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Drive 5 seats,2015.0,Diesel,,1685.0,141.0,,10.4,191.0,340.0,118.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Drive 7 seats,2015.0,Diesel,,1685.0,141.0,,10.4,191.0,340.0,118.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP Emotion 7 seats,2015.0,Diesel,,1685.0,141.0,,10.4,191.0,340.0,118.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP x-Tech 5 seats,2015.0,Diesel,,1685.0,141.0,,10.4,191.0,340.0,118.0,4.5

Kia,Carens,Carens 3,1.7 CRDi VGT 141HP x-Tech 7 seats,2015.0,Diesel,,1685.0,141.0,,10.4,191.0,340.0,118.0,4.5

Kia,Carens,Carens 1,1.8,2000.0,Petrol,,1793.0,110.0,,11.3,185.0,151.0,,8.6

Kia,Carens,Carens 2,2.0 CRDi VGT Active 5 plazas,2010.0,Diesel,,1991.0,140.0,,11.0,187.0,305.0,163.0,6.1

Kia,Carens,Carens 2,2.0 CRDi VGT Concept 5 places 115HP,2010.0,Diesel,,1991.0,115.0,,13.0,177.0,245.0,168.0,6.4

Kia,Carens,Carens 2,2.0 CRDi VGT Emotion 5 plazas,2010.0,Diesel,,1991.0,140.0,,11.0,187.0,305.0,163.0,6.1

Kia,Carens,Carens 2,2.0 CRDi VGT Emotion 7 places,2010.0,Diesel,,1991.0,140.0,,11.0,187.0,305.0,163.0,6.1

Kia,Carens,Carens 2,2.0 CRDi,2006.0,Diesel,,1991.0,140.0,,11.0,187.0,305.0,165.0,6.2

Kia,Carens,Carens 2,2.0 DOHC Emotion 7 places,2010.0,Petrol,,1998.0,142.0,,11.0,190.0,184.0,201.0,8.4

Kia,Carens,Carens 2,2.0,2006.0,Petrol,,1998.0,144.0,,11.0,190.0,189.0,201.0,8.4

Toyota,Carina,Carina E,1.6i,1996.0,Petrol,,1587.0,106.0,,11.8,190.0,137.0,,7.1

Toyota,Carina,Carina E,1.8i,1996.0,Petrol,,1762.0,107.0,,11.8,190.0,150.0,,6.5

Toyota,Carina,Carina E,2.0 D,1992.0,Diesel,,1975.0,73.0,,16.4,165.0,132.0,,5.8

Toyota,Carina,Carina E,2.0 GTi,1994.0,Petrol,,1998.0,175.0,,8.4,225.0,186.0,,8.1

Toyota,Carina,Carina E,2.0 TD,1996.0,Diesel,,1975.0,83.0,,12.3,175.0,174.0,,6.0

Toyota,Carina,Carina E,2.0i,1996.0,Petrol,,1998.0,126.0,,9.4,200.0,178.0,,7.8

Toyota,Carina,Carina I,1.6 5sp,1984.0,Petrol,,1587.0,84.0,,12.9,170.0,130.0,,7.0

Toyota,Carina,Carina I,1.6,1984.0,Petrol,,1587.0,84.0,,12.9,170.0,130.0,,7.5

Toyota,Carina,Carina I,1.8 Diesel,1982.0,Diesel,,1839.0,58.0,,20.0,145.0,106.0,,6.9

Toyota,Carina,Carina I,2.0 D,1984.0,Diesel,,1974.0,68.0,,17.6,155.0,121.0,,5.7

Toyota,Carina,Carina II,1.6,1988.0,Petrol,,1587.0,90.0,,11.5,175.0,135.0,,7.0

Toyota,Carina,Carina II,1.6i,1990.0,Petrol,,1587.0,105.0,,11.9,185.0,142.0,,7.1

Toyota,Carina,Carina II,1.8i,1986.0,Petrol,,1832.0,101.0,,11.2,180.0,155.0,,7.5

Toyota,Carina,Carina II,2.0 D,1988.0,Diesel,,1974.0,72.0,,15.0,165.0,132.0,,5.9

Toyota,Carina,Carina II,2.0i,1988.0,Petrol,,1998.0,121.0,,9.3,195.0,176.0,,7.7

Mitsubishi,Carisma,,1.6,2001.0,Petrol,,1597.0,100.0,,12.1,185.0,137.0,170.0,7.2

Mitsubishi,Carisma,,1.6i,1997.0,Petrol,,1597.0,100.0,,12.1,185.0,137.0,196.0,7.2

Mitsubishi,Carisma,,1.8 GDI,2001.0,Petrol,,1834.0,125.0,,10.4,200.0,174.0,161.0,6.7

Mitsubishi,Carisma,,1.8i,1995.0,Petrol,,1834.0,116.0,,10.2,200.0,162.0,,6.9

Mitsubishi,Carisma,,1.9 DI-D 115,2001.0,Diesel,,1870.0,115.0,,10.4,195.0,265.0,,5.4

Mitsubishi,Carisma,,1.9 DI-D,2001.0,Diesel,,1870.0,102.0,,11.9,190.0,215.0,,5.5

Mitsubishi,Carisma,,1.9 TD,1999.0,Diesel,,1870.0,90.0,,13.2,180.0,176.0,158.0,6.0

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Active,2010.0,Diesel,,2200.0,195.0,,11.7,,421.0,179.0,6.7

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Auto,2010.0,Diesel,,2200.0,195.0,,12.3,,436.0,199.0,7.4

Kia,Carnival / Sedona,Carnival II,2.2 CRDi VGT Emotion,2010.0,Diesel,,2200.0,195.0,,11.7,,421.0,179.0,6.7

Kia,Carnival / Sedona,Carnival I,2.5 V6,2002.0,Petrol,,2497.0,150.0,,13.8,175.0,224.0,261.0,11.0

Kia,Carnival / Sedona,Carnival II,2.7 V6,2005.0,Petrol,,2656.0,189.0,,,192.0,249.0,255.0,10.7

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT Active,2010.0,Diesel,,2903.0,185.0,,12.9,197.0,343.0,206.0,7.8

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT Concept,2010.0,Diesel,,2903.0,185.0,,12.9,197.0,343.0,206.0,7.8

Kia,Carnival / Sedona,Carnival II,2.9 CRDi VGT,2005.0,Diesel,,2902.0,185.0,,,197.0,343.0,206.0,7.8

Kia,Carnival / Sedona,Carnival I,2.9 HPDI,2002.0,Diesel,,2902.0,144.0,,15.2,168.0,310.0,217.0,8.2

Kia,Carnival / Sedona,Carnival I,2.9 TDi,1999.0,Diesel,,2902.0,126.0,,17.3,168.0,331.0,222.0,8.3

Kia,Carnival / Sedona,Carnival 2021,3.5 V6 GDI,2021.0,Petrol,,3470.0,294.0,,,,355.0,,

Porsche,Carrera GT,,5.7 V10,2003.0,Petrol,,5733.0,612.0,,3.9,330.0,590.0,429.0,17.8

Vauxhall,Cascada,,1.4 Turbo 120HP,2013.0,Petrol,,1364.0,120.0,,11.9,195.0,220.0,153.0,6.5

Vauxhall,Cascada,,1.4 Turbo 140HP Start/Stop,2015.0,Petrol,,1364.0,140.0,,10.9,207.0,220.0,149.0,6.4

Vauxhall,Cascada,,1.6 Turbo 170HP Automatic,2015.0,Petrol,,1598.0,170.0,,9.9,219.0,280.0,172.0,7.3

Vauxhall,Cascada,,1.6 Turbo 170HP Start/Stop,2013.0,Petrol,,1598.0,170.0,,9.6,222.0,280.0,148.0,6.3

Vauxhall,Cascada,,1.6 Turbo 200HP Start/Stop,2015.0,Petrol,,1598.0,200.0,,8.9,235.0,300.0,158.0,6.8

Vauxhall,Cascada,,2.0 CDTi 165HP Automatic,2013.0,Diesel,,1956.0,165.0,,10.4,212.0,380.0,163.0,6.2

Vauxhall,Cascada,,2.0 CDTi 165HP Start/Stop,2013.0,Diesel,,1956.0,165.0,,10.3,218.0,380.0,138.0,5.2

Vauxhall,Cascada,,2.0 CDTi 170HP Start/Stop,2015.0,Diesel,,1956.0,170.0,,10.3,218.0,400.0,129.0,4.9

Vauxhall,Cascada,,BiTurbo 2.0 CDTi 195HP Start/Stop,2013.0,Diesel,,1956.0,194.0,,9.4,230.0,400.0,138.0,5.2

Opel,Cascada Cabrio,,1.4 Turbo 120HP,2013.0,Petrol,,1364.0,120.0,,11.9,195.0,220.0,153.0,6.5

Opel,Cascada Cabrio,,1.4 Turbo 140HP Start/Stop,2015.0,Petrol,,1364.0,140.0,,10.9,207.0,220.0,149.0,6.4

Opel,Cascada Cabrio,,1.6 Turbo 170HP Automatic,2015.0,Petrol,,1598.0,170.0,,9.9,219.0,280.0,172.0,7.3

Opel,Cascada Cabrio,,1.6 Turbo 170HP Start/Stop,2013.0,Petrol,,1598.0,170.0,,9.6,222.0,280.0,148.0,6.3

Opel,Cascada Cabrio,,1.6 Turbo 200HP Start/Stop,2015.0,Petrol,,1598.0,200.0,,8.9,235.0,300.0,158.0,6.8

